date,retail_sales_millions,mom_pct_change,yoy_pct_change,rolling_12m_avg,rolling_12m_std,year,month,is_recession
1994-12-01,194939,0.2643692940722753,7.655306858408295,188664.33333333334,4786.048271863367,1994,12,False
1995-01-01,195908,0.49707857329728267,9.07106867466525,190022.08333333334,4268.566833330154,1995,1,False
1995-02-01,193068,-1.4496600445106922,5.44344378239332,190852.66666666666,3735.8834986053316,1995,2,False
1995-03-01,195179,1.0933971450473479,4.529752946910093,191557.5,3683.0087872923696,1995,3,False
1995-04-01,195310,0.06711787641089373,4.767115645601661,192298.08333333334,3442.3392273366494,1995,4,False
1995-05-01,198060,1.408018022630686,6.704163434186716,193335.08333333334,3104.1279102726066,1995,5,False
1995-06-01,200383,1.172876905988085,6.7002129925452625,194383.66666666666,3188.521581985592,1995,6,False
1995-07-01,199110,-0.6352834322272849,5.874658357350238,195304.33333333334,2763.999090031863,1995,7,False
1995-08-01,201078,0.9883983727587697,5.402812796494216,196163.25,2827.910604379781,1995,8,False
1995-09-01,201337,0.12880573707716447,4.544486849962359,196892.58333333334,2947.2414362134186,1995,9,False
1995-10-01,200597,-0.36754297521072177,3.4463731344823056,197449.5,2964.6005863123723,1995,10,False
1995-11-01,203545,1.469613204584319,4.690754789764684,198209.5,3271.8321667336195,1995,11,False
1995-12-01,204032,0.23925913188729275,4.664536085647297,198967.25,3491.1427960951996,1995,12,False
1996-01-01,203793,-0.11713848808030392,4.024848398227743,199624.33333333334,3603.2385517206912,1996,1,False
1996-02-01,206875,1.5123188725814973,7.151366357967137,200774.91666666666,3522.8754386240807,1996,2,False
1996-03-01,207650,0.3746223564954576,6.389519364275875,201814.16666666666,3561.271040547553,1996,3,False
1996-04-01,209294,0.7917168312063572,7.159899646715484,202979.5,3527.255783698797,1996,4,False
1996-05-01,211157,0.8901354076084278,6.612642633545396,204070.91666666666,3875.7123558323806,1996,5,False
1996-06-01,209474,-0.7970372755816801,4.5368120050104155,204828.5,3976.499134117429,1996,6,False
1996-07-01,210827,0.6459035488891152,5.884686856511467,205804.91666666666,3882.1044540847406,1996,7,False
1996-08-01,210846,0.009012128427565713,4.857816369766965,206618.91666666666,3824.510817401959,1996,8,False
1996-09-01,213233,1.1321058971951015,5.908501666360388,207610.25,3872.39961135216,1996,9,False
1996-10-01,215526,1.075349500311873,7.442284779931896,208854.33333333334,3812.0713609016343,1996,10,False
1996-11-01,215167,-0.16656923062646767,5.709793903068117,209822.83333333334,3816.895474152585,1996,11,False
1996-12-01,215690,0.2430670130642687,5.713809598494346,210794.33333333334,3690.525321890587,1996,12,False
1997-01-01,218124,1.1284714173118937,7.0321355493073945,211988.58333333334,3534.3804512591673,1997,1,False
1997-02-01,219587,0.6707194073096057,6.144773413897275,213047.91666666666,3760.213399610004,1997,2,False
1997-03-01,221189,0.7295513851002022,6.520105947507826,214176.16666666666,4015.827885512674,1997,3,False
1997-04-01,217925,-1.4756610862203812,4.123864038147285,214895.41666666666,3830.5703695482744,1997,4,False
1997-05-01,217771,-0.07066651370885024,3.1322665125948834,215446.58333333334,3717.93890747247,1997,5,False
1997-06-01,220233,1.1305453894228323,5.136198287138272,216343.16666666666,3433.067269773274,1997,6,False
1997-07-01,222985,1.249585666090014,5.766813548549288,217356.33333333334,3451.1293891430278,1997,7,False
1997-08-01,223120,0.06054218893647434,5.821310340248331,218379.16666666666,3152.1189361887186,1997,8,False
1997-09-01,224509,0.6225349587665852,5.288112065205675,219318.83333333334,3159.2653873771824,1997,9,False
1997-10-01,224300,-0.09309203639943364,4.070970555756603,220050.0,3216.4593181719597,1997,10,False
1997-11-01,223718,-0.2594739188586659,3.974122425836679,220762.58333333334,2974.4205076050093,1997,11,False
1997-12-01,225236,0.678532795751785,4.425796281700589,221558.08333333334,2763.486975752207,1997,12,False
1998-01-01,225954,0.31877674972029535,3.589701270836776,222210.58333333334,2803.0428744600244,1998,1,False
1998-02-01,225746,-0.09205413491241154,2.8048108494582946,222723.83333333334,2842.5727410005293,1998,2,False
1998-03-01,226889,0.5063212637211656,2.57698167630398,223198.83333333334,3032.667857404396,1998,3,False
1998-04-01,230409,1.5514194165428874,5.728576345072844,224239.16666666666,3195.927545922818,1998,4,False
1998-05-01,230995,0.25433034299875423,6.0724338869730055,225341.16666666666,3038.9103559525174,1998,5,False
1998-06-01,233207,0.957596484772405,5.891033587155414,226422.33333333334,3348.4819989018856,1998,6,False
1998-07-01,231551,-0.710098753467947,3.8415140031840656,227136.16666666666,3460.279989547211,1998,7,False
1998-08-01,229792,-0.7596598589511561,2.9903191107923943,227692.16666666666,3288.0380675006727,1998,8,False
1998-09-01,232308,1.094903216822174,3.4738028319577285,228342.08333333334,3371.374212889091,1998,9,False
1998-10-01,236174,1.6641699812318222,5.293802942487735,229331.58333333334,3793.2830936786218,1998,10,False
1998-11-01,237592,0.6004047863016337,6.201557317694606,230487.75,4033.5014368299494,1998,11,False
1998-12-01,240140,1.072426681033023,6.617059439876405,231729.75,4533.057930861421,1998,12,False
1999-01-01,240269,0.05371866411261195,6.335360294573222,232922.66666666666,4753.15834392506,1999,1,False
1999-02-01,243346,1.2806479404334326,7.796372914691729,234389.33333333334,5043.859062506051,1999,2,False
1999-03-01,244687,0.5510672047208454,7.844364424895001,235872.5,5250.412927483996,1999,3,False
1999-04-01,246628,0.7932583259429471,7.03922155818566,237224.08333333334,5777.265890907443,1999,4,False
1999-05-01,248367,0.7051105308399697,7.520509101928607,238671.75,6233.042889238854,1999,5,False
1999-06-01,249329,0.3873300398200996,6.913171560030351,240015.25,6670.236729136936,1999,6,False
1999-07-01,251263,0.775681930300931,8.513027367620962,241657.91666666666,6821.761602112813,1999,7,False
1999-08-01,253844,1.0272105323903657,10.466856983706997,243662.25,6546.290887698457,1999,8,False
1999-09-01,255029,0.46682214273332523,9.780549959536478,245555.66666666666,6242.499941141505,1999,9,False
1999-10-01,254816,-0.08351991342161469,7.893332881688919,247109.16666666666,6010.858490089324,1999,10,False
1999-11-01,258133,1.3017235966344298,8.645493114246271,248820.91666666666,5978.917513127935,1999,11,False
1999-12-01,263311,2.005942672963168,9.648954776380435,250751.83333333334,6626.976080362513,1999,12,False
2000-01-01,261545,-0.6706897926786248,8.855074936841634,252524.83333333334,6409.9725972089345,2000,1,False
2000-02-01,265686,1.5832839473130855,9.180344036885746,254386.5,6737.55370361458,2000,2,False
2000-03-01,269019,1.2544883810212015,9.944132708317156,256414.16666666666,7198.696218234503,2000,3,False
2000-04-01,264067,-1.8407621766492355,7.070973287704563,257867.41666666666,6792.288896017979,2000,4,False
2000-05-01,265992,0.7289816599575172,7.096353380279985,259336.16666666666,6448.053206318517,2000,5,False
2000-06-01,267750,0.6609221329964887,7.388230009345076,260871.25,6028.136514787001,2000,6,False
2000-07-01,265683,-0.7719887955182081,5.739006538965152,262072.91666666666,5336.232625063032,2000,7,False
